Chain,Brand,Hotel,Confirm_No,Rez_Status_Desc,Status_Dt,Guest_Nm,Channel_Cd,Sec_Channel_Desc,Sub_Source,Sub_Src_CD,Location,Arrival_Dt,Depart_Dt,Nights_Qty,override_oversell,Room_Qty,Rate_Category_Name,Rate_Type_Code,Rez_Avg_Rate_Amt,Onshore_Rate_Type_Code,Onshore_Rez_Avg_Rate_Amt,Room_Type_Code,Record_Locator,Booker_Loyalty_Program_Level_List,Loyalty_Type,Loyalty_Program,Loyalty_Number,Loyalty_Level_Code,Loyalty_Level_Name,Loyalty_Points_Payment,Payment_Typ,VCC_Authorization_Amount,VCC_Currency_Code,VCC_Payment_Model,VCC_Card_Activation_Start,VCC_Card_Activation_End,Direct_Bill_Account_Number,Direct_Bill_Project_Number,Total_Points_Pymnt,Points_Refund,Total_Cash_Pymnt,Pay_At_Property,Cash_Refund,Total_Price_For_Adult,Total_Adult_Occupancy,Total_Price_For_Child_Age_Group1,Total_Child_Occupancy_For_Age_Group1,Total_Price_For_Child_Age_Group2,Total_Child_Occupancy_For_Age_Group2,Total_Price_For_Child_Age_Group3,Total_Child_Occupancy_For_Age_Group3,Total_Price_For_Child_Age_Group4,Total_Child_Occupancy_For_Age_Group4,Total_Price_For_Child_Age_Group5,Total_Child_Occupancy_For_Age_Group5,Total_Price_For_Child_Unknown_Age_Group,Total_Child_Occupancy_For_Unknown_Age_Group,Share_With,Channel_Connect_Confirm_NO,PMS_Confirm_Code,Original_Room_Type_Code,Original_Rm_Typ_Nm,Template_Code,Template_Name,Blacklist_Reason,Visa_Information,Installment_Amount,Number_of_Installments,Interest_Amount,Interest_Rate_Percentage,Total_Installment_Amount,Rate_Credential_ID,Trace_Date,Trace_Completion_Flag,Trace_Completion_Date,Trace_Text,RM_Upgrade_Reason_CD,ROOM_UPSELL,Room_To_Charge,Onhold_Duration,AutoCancel_ReleaseDateTime_ScheduledOrActual,Commission_Cd,Comm_Percent_Override_List,Coupon_Offer,Coupon_Discount_Total,Promotion,Promo_Discount,Maximum_Discount_Applied,Paynow_Discount,Fintech_Payment_Provider,Gift_Card_Paid,Gift_Card_Refund,Loyalty_Redemption_Reference,Award_Details
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF001692","Confirmed","10/4/2025 9:09:35 PM","Martinez, Laura","SYDC","Expedia","","A-Expedia","","11/7/2025 12:00:00 AM","11/9/2025 12:00:00 AM","2","No","1","OTA","OTEXHC","156.800000","","","WSC","","","","","","","","No","","","","","","","","","0","","366.87","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2304220460","118568","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF000733","Confirmed","9/25/2025 3:03:57 PM","Flynn, Lura","PMS","PMS","","","","11/14/2025 12:00:00 AM","11/16/2025 12:00:00 AM","2","No","1","Discount","DISFALLWE","168.260000","","","PNNC","","","","","","","","No","","","","","","","","","0","","393.16","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","117742","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF001813","Confirmed","10/6/2025 10:41:24 AM","yejin, jang","PMS","PMS","","","","11/3/2025 12:00:00 AM","11/8/2025 12:00:00 AM","5","No","1","OTA","OTAGAP","105.046000","","","WSC","","","","","","","","No","","","","","","","","","0","","620.22","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","118669","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG045989","Confirmed","5/12/2026 8:11:24 AM","Choi, Chloe","SYDC","Webbeds","","WEBBEDS","","6/9/2026 12:00:00 AM","6/13/2026 12:00:00 AM","4","No","1","Wholesale","WHWBNRF","140.000000","","","WSC","","","","","","","","No","","","","","","","","","0","","656.64","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","964061075","134229","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG062395","Confirmed","7/18/2026 12:35:55 PM","Guy, Ginzburg","SYDC","Booking.com","","","IL","9/15/2026 12:00:00 AM","9/20/2026 12:00:00 AM","5","N/A","1","OTA","OTBKGIN","173.450000","","","CSC","","","","","","","","No","","","","","","","","","0","","1012.67","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6402166817","140959","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG051760","Cancelled","6/13/2026 2:00:30 AM","LEE, WEN TZU","SYDC","Agoda.com","","AGODA","","9/27/2026 12:00:00 AM","9/29/2026 12:00:00 AM","2","No","1","OTA","OTAGO","95.200000","","","ADA","","","","","","","","No","","","","","","","","","0","","225.48","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","1734701755","136427","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF028287","Confirmed","3/7/2026 10:41:37 PM","watkins, na'asia","PMS","PMS","","","","3/7/2026 12:00:00 AM","3/12/2026 12:00:00 AM","5","No","1","Discount","DISMBDAY","87.500000","","","WSC","","","","","","","","No","","","","","","","","","0","","519.52","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","128794","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF005207","Confirmed","10/23/2025 6:43:13 PM","Ibarra, Armando","SYDC","Expedia","","Expedia","","11/13/2025 12:00:00 AM","11/17/2025 12:00:00 AM","4","No","1","OTA","OTEXAPE","103.477500","","","PCSC","","","","","","","","No","","","","","","","","","0","","413.91","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2317378574","120267","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG058788","Confirmed","7/3/2026 9:23:33 AM","Henning, Sian","SYDC","Booking.com","","","GB","9/2/2026 12:00:00 AM","9/7/2026 12:00:00 AM","5","N/A","1","OTA","OTBKGIN","116.426000","","","WSC","","","","","","","","No","","","","","","","","","0","","685.49","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6650953700","139396","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF004404","Cancelled","10/20/2025 8:46:26 AM","LU, YANJIE","SYDC","Agoda.com","","AGODA","","11/6/2025 12:00:00 AM","11/7/2025 12:00:00 AM","1","N/A","1","OTA","OTAGO","117.790000","","","WSC","","","","","","","","No","","","","","","","","","0","","159.55","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","1661001443","119904","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG032114","Confirmed","3/21/2026 8:51:36 PM","Grosser, Laura","WEB","Booking Engine","","","","3/22/2026 12:00:00 AM","3/23/2026 12:00:00 AM","1","No","1","Discount","DISBDAY","88.800000","","","WSC","","","","","","","","No","","","","","","","","","0","","105.40","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","129903","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF017331","Cancelled","1/22/2026 7:08:03 PM","Cornejo Moran, Macarena Paz","SYDC","Expedia","","Expedia Affiliate Network","","1/27/2026 12:00:00 AM","2/3/2026 12:00:00 AM","7","N/A","1","OTA","OTEXLOE","52.360000","","","CSC","","","","","","","","No","","","","","","","","","0","","366.52","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2360437763","124881","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF020870","Confirmed","1/25/2026 8:47:02 PM","Donaghy, Liam","SYDC","Expedia","","Hotels.com","","3/9/2026 12:00:00 AM","3/15/2026 12:00:00 AM","6","No","1","OTA","OTEXLOE","66.700000","","","CSC","","","","","","","","No","","","","","","","","","0","","400.20","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2379094791","126241","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG059751","Confirmed","7/7/2026 9:53:28 AM","Bennet, Pratt","SYDC","Expedia","","Expedia","","7/12/2026 12:00:00 AM","7/19/2026 12:00:00 AM","7","No","1","OTA","OTEXEC","105.992900","","","CSC","","","","","","","","No","","","","","","","","","0","","741.95","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2503411696","139863","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF002913","Confirmed","10/12/2025 10:14:54 PM","Kim, Jiwoo","SYDC","Expedia","","Expedia","","10/13/2025 12:00:00 AM","10/15/2025 12:00:00 AM","2","No","1","OTA","OTEXEC","109.355000","","","WSC","","","","","","","","No","","","","","","","","","0","","218.71","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2309788645","119235","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF016351","Confirmed","12/25/2025 1:05:14 PM","Janusiewicz, Robert","SYDC","Expedia","","A-Hotels.com","","12/27/2025 12:00:00 AM","12/29/2025 12:00:00 AM","2","No","1","OTA","OTEXLTH","151.200000","","","PCSC","","","","","","","","No","","","","","","","","","0","","354.00","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2357393467","124488","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG043304","Confirmed","5/3/2026 12:11:10 AM","Brown, Christopher","WEB","Booking Engine","","","US","5/14/2026 12:00:00 AM","5/17/2026 12:00:00 AM","3","No","1","Discount","DISMBDAY","214.900000","","","CSC","","","","","","","","No","","","","","","","","","0","","750.30","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","133430","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG049374","Cancelled","5/29/2026 7:14:48 PM","SHARON, NOA","SYDC","Expedia","","Expedia Affiliate Network","","6/7/2026 12:00:00 AM","6/9/2026 12:00:00 AM","2","N/A","1","OTA","OTEXEC","90.720000","","","WSC","","","","","","","","No","","","","","","","","","0","","181.44","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2470276634","135381","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF012820","Cancelled","12/4/2025 8:41:04 AM","Crawley, Lauren","SYDC","Booking.com","","","US","12/7/2025 12:00:00 AM","12/11/2025 12:00:00 AM","4","N/A","1","OTA","OTBKG","272.300000","","","WSC","","","","","","","","No","","","","","","","","","0","","1263.86","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6017992434","123248","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG050297","Cancelled","6/14/2026 4:15:30 PM","Noel, Maxime","SYDC","Booking.com","","","FR","6/15/2026 12:00:00 AM","6/16/2026 12:00:00 AM","1","N/A","1","OTA","OTBKG","143.280000","","","CSC","","","","","","","","No","","","","","","","","","0","","167.91","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6724550763","135764","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG062786","Confirmed","7/20/2026 10:12:37 AM","Einarson, Stefan","WEB","Booking Engine","","","","7/24/2026 12:00:00 AM","7/25/2026 12:00:00 AM","1","No","1","Qualified Discount","DISDIRMEM","154.000000","","","CSC","","","","","","","","No","","","","","","","","","0","","180.22","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","141115","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG052188","Ignored","6/7/2026 7:22:39 PM","","WEB","Booking Engine","","","","6/19/2026 12:00:00 AM","6/20/2026 12:00:00 AM","1","No","1","Qualified Discount","DISDIRMEM","162.000000","","","CSC","","","Lodging","Book Direct with Perks!","","PERKS","Book Direct Perks!","No","","","","","","","","","0","","189.40","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG052402","Cancelled","6/9/2026 4:16:04 AM","NG, YIN HEI","SYDC","Expedia","","Expedia Affiliate Network","","7/1/2026 12:00:00 AM","7/4/2026 12:00:00 AM","3","N/A","1","OTA","OTEXLOE","85.753300","","","CSC","","","","","","","","No","","","","","","","","","0","","257.26","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2479758148","136679","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG057593","Confirmed","6/29/2026 9:37:45 AM","Ortega Montes, Sofia Elisa","WEB","Mobile","","","MX","7/4/2026 12:00:00 AM","7/8/2026 12:00:00 AM","4","No","1","Qualified Discount","DISLOSMEM","91.750000","","","WSC","","","","","","","","No","","","","","","","","","0","","435.13","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","138833","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF003821","Cancelled","10/17/2025 11:41:21 PM","Vargas, Fraylin","SYDC","Expedia","","Expedia Affiliate Network","","11/5/2025 12:00:00 AM","11/6/2025 12:00:00 AM","1","N/A","1","OTA","OTEXEC","86.360000","","","WSC","","","","","","","","No","","","","","","","","","0","","86.36","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2313064428","119654","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG057900","Confirmed","6/30/2026 12:31:15 PM","Feduska, Matilda","SYDC","Booking.com","","","US","6/30/2026 12:00:00 AM","7/3/2026 12:00:00 AM","3","No","1","OTA","OTBKGLO","80.400000","","","WSC","","","","","","","","No","","","","","","","","","0","","287.29","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5011353753","138969","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG024391","Confirmed","2/16/2026 9:37:57 PM","Heinrichs, Ben","SYDC","Expedia","","A-Expedia","","4/23/2026 12:00:00 AM","4/26/2026 12:00:00 AM","3","No","1","OTA","OTEXLOH","136.966700","","","CSC","","","","","","","","No","","","","","","","","","0","","482.00","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2395289828","127601","","","","","","","","","","","","","","Yes","","","","N","","0","","20P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG050614","Confirmed","6/1/2026 2:39:55 PM","Barrett, Hilary","WEB","Booking Engine","","","","6/21/2026 12:00:00 AM","6/26/2026 12:00:00 AM","5","No","1","Qualified Discount","MEMBERONLY","139.820000","","","WSC","","","","","","","","No","","","","","","","","","0","","819.71","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","135910","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG062682","Confirmed","7/19/2026 8:46:03 PM","Conrads, Celine","WEB","Mobile","","","","8/9/2026 12:00:00 AM","8/14/2026 12:00:00 AM","5","No","1","Qualified Discount","DISLOSMEM","82.544000","","","WSC","","","","","","","","No","","","","","","","","","0","","491.10","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","141080","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG039490","Cancelled","5/7/2026 6:56:31 AM","Serkan, Yaman","SYDC","Booking.com","","","TR","12/7/2026 12:00:00 AM","12/15/2026 12:00:00 AM","8","N/A","1","OTA","OTBKGLT","194.760000","","","ADA","","","","","","","","No","","","","","","","","","0","","1815.90","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6813511184","132223","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG025327","Cancelled","2/23/2026 2:24:37 PM","Tavares, Zion","SYDC","Expedia","","Expedia Affiliate Network","","3/23/2026 12:00:00 AM","3/26/2026 12:00:00 AM","3","N/A","1","OTA","OTEXPKE","70.060000","","","WSC","","","","","","","","No","","","","","","","","","0","","210.18","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2399562264","127959","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF012485","Cancelled","11/28/2025 12:22:52 PM","SEO, SUNGCHOL","PMS","PMS","","","","12/19/2025 12:00:00 AM","12/23/2025 12:00:00 AM","4","N/A","1","Wholesale","WHWBNRF","117.380000","","","CSC","","","","","","","","No","","","","","","","","","0","","552.78","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","123107","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF014602","Confirmed","12/11/2025 2:24:07 PM","Zhu, Jiahui","SYDC","Expedia","","Expedia","","6/24/2026 12:00:00 AM","6/27/2026 12:00:00 AM","3","No","1","OTA","OTEXLTE","163.626700","","","WSC","","","","","","","","No","","","","","","","","","0","","490.88","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2349738112","123889","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG055988","Confirmed","6/22/2026 12:37:20 PM","Herrera, Lizet","WEB","Booking Engine","","","","7/2/2026 12:00:00 AM","7/5/2026 12:00:00 AM","3","No","1","Qualified Discount","DISLOSMEM","124.000000","","","WSC","","","","","","","","No","","","","","","","","","0","","437.36","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","138158","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG037803","Confirmed","4/14/2026 12:18:43 AM","Lewis, Jesse","SYDC","Booking.com","","","AU","4/13/2026 12:00:00 AM","4/14/2026 12:00:00 AM","1","No","1","OTA","OTBKGLT","82.400000","","","CSC","","","","","","","","No","","","","","","","","","0","","98.05","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","5204615440","131636","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG023317","Cancelled","2/11/2026 7:23:56 AM","Ramirez Fernandez, Maria del Mar","WEB","Booking Engine","","","","5/13/2026 12:00:00 AM","5/17/2026 12:00:00 AM","4","No","1","Qualified Discount","DSADVMEM","167.640000","","","WSC","","","","","","","","No","","","","","","","","","0","","783.46","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","127175","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG023199","Confirmed","2/9/2026 3:45:51 PM","Danhauser, Phoebe","SYDC","Webbeds","","WEBBEDS","","2/13/2026 12:00:00 AM","2/15/2026 12:00:00 AM","2","No","1","Wholesale","WHWB","60.000000","","","CSC","","","","","","","","No","","","","","","","","","0","","144.72","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","906101405","127132","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG022876","Confirmed","2/7/2026 3:20:11 PM","Peterson, Christopher","SYDC","Expedia","","Hotels.com","","2/12/2026 12:00:00 AM","2/13/2026 12:00:00 AM","1","No","1","OTA","OTEXLTE","53.410000","","","CSC","","","","","","","","No","","","","","","","","","0","","53.41","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2388463702","127002","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG041100","Confirmed","4/24/2026 8:12:37 PM","ALOTAIBI, GHADA","SYDC","Agoda.com","","AGODA","","4/25/2026 12:00:00 AM","4/26/2026 12:00:00 AM","1","No","1","OTA","OTAGO","140.060000","","","WSC","","","","","","","","No","","","","","","","","","0","","164.22","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","995446122","132776","","","","","","","","","","","","","","Yes","","","","N","","0","","18P","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG022074","Cancelled","2/3/2026 6:12:35 PM","Ringelstein, Alice","SYDC","Booking.com","","","AU","6/5/2026 12:00:00 AM","6/7/2026 12:00:00 AM","2","N/A","1","OTA","OTBKGLT","186.480000","","","CSC","","","","","","","","No","","","","","","","","","0","","434.97","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6433478058","126711","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG048073","Cancelled","5/20/2026 1:02:36 AM","Benitez, Cassandra","SYDC","Booking.com","","","US","7/10/2026 12:00:00 AM","7/14/2026 12:00:00 AM","4","N/A","1","OTA","OTBKG","151.920000","","","WSC","","","","","","","","No","","","","","","","","","0","","711.31","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","6481173821","134911","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF018109","Cancelled","1/6/2026 7:50:52 AM","thoumi, gabriel","SYDC","Expedia","","A-Hotels.com","","3/9/2026 12:00:00 AM","3/12/2026 12:00:00 AM","3","N/A","1","OTA","OTEXAPE","105.516700","","","PCSC","","","","","","","","No","","","","","","","","","0","","373.72","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2364544895","125186","","","","","","","","","","","","","","Yes","","","","N","","0","","","28.00000, 28.00000, 28.00000","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG058799","Confirmed","7/3/2026 10:06:01 AM","Alzate Restrepo, Santiago","SYDC","Expedia","","Expedia Affiliate Network","","7/12/2026 12:00:00 AM","7/15/2026 12:00:00 AM","3","No","1","OTA","OTEXLOE","55.513300","","","CSC","","","","","","","","No","","","","","","","","","0","","166.54","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","2500299561","139401","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SF001744","Cancelled","10/17/2025 11:45:06 PM","Muriel, Katherine","PMS","PMS","","","","12/9/2025 12:00:00 AM","12/12/2025 12:00:00 AM","3","N/A","1","Discount","DISFALLWE","158.873300","","","WSC","","","","","","","","No","","","","","","","","","0","","557.42","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","118610","","","","","","","","","","","","","","Yes","","","","N","","0","","","","","0.00","","0.00","","0.00","","0.00","0.00","",""
"Now Now NoHo (34856)","","Now Now NoHo (97050)","97050SG050168","Ignored","5/30/2026 7:22:34 PM","","WEB","Mobile","","","","7/7/2026 12:00:00 AM","7/11/2026 12:00:00 AM","4","No","1","Qualified Discount","MEMBERONLY","115.637500","","","CSC","","","Lodging","Book Direct with Perks!","","PERKS","Book Direct Perks!","No","","","","","","","","","0","","544.78","0.00","","0.00","1","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","No","","","","","initialConfig","Initial Config","","","","","","","","","","Yes","","","","N","","0","","10P","","","0.00","Lock in 20%(SAVE20)","-115.61","","0.00","","0.00","0.00","",""
